otype;idckkp;name;desc;mdesc;gtype;wh;ph;kkp;wikidata;wikipedia;published;x_wgs84;y_wgs84;wkt_2180
K1.30;MZ00631;Mauzoleum Wojska Polskiego w Studziankach Pancernych;Pomnik-mauzoleum bitwy, odsłoniety w 1964 r. w postaci czołgu biorącego udział w bitwie oraz mur z nazwiskami poległych żołnierzy.;;point;no;no;yes;brak;brak;2024-10-14;21.3354318;51.68516329999999;Point (661392.2084166930289939 426885.06043061055243015)
K1.10;PM00507;Muzeum Diecezjalne w Pelplinie;Założone w roku 1928 przez Stanisława Okoniewskiego. Placówka dysponuje bogatymi zbiorami sztuki gotyckiej z obszaru dawnej Diecezji chełmińskiej. m.in. z toruńskich kościołów: poliptyk z kościoła NMP, późnogotyckie obrazy (Zdjęcie z Krzyża i Biczowanie z kościoła św. Jana), zbiór starodruków, wśród nich Biblia Gutenberga z klasztoru Franciszkanów w Lubawie (jedyna w Polsce), a także rękopisów np. dzieło św. Augustyna De civitate Dei z 1425 roku.;;point;no;no;yes;Q11786947;pl:Muzeum Diecezjalne w Pelplinie;2024-10-14;18.6898044;53.9248592;Point (479636.36412786110304296 673412.80081454571336508)
K1.10;MZ00551;Muzeum im. Oskara Kolberga w Przysusze;Prezentuje kolekcję materiałów dokumentujących działalność Oskara Kolberga – XIX-wiecznego etnografa i zbieracza folkloru. Muzeum mieści się w Dworze Dembińskich.;;point;no;no;yes;Q11787304;pl:Muzeum im. Oskara Kolberga w Przysusze;2024-10-14;20.63174;51.3603819;Point (613571.81765604391694069 389457.64962647948414087)
K1.10;WP00398;Muzeum Instrumentów Muzycznych w Poznaniu;Jedyne tego rodzaju i tej wielkości w Polsce, trzecie co do wielkości w Europie. Mieści się na Starym Rynku w Poznaniu, w trzech zabytkowych kamienicach. Posiada kolekcję około 2 tysięcy eksponatów z większości kontynentów. Szczególnie bogaty jest zbiór instrumentów lutniczych (np. polskich i włoskich), fortepianów, instrumentów drewnianych i blaszanych, polskich instrumentów ludowych, a także instrumentów z odległych krajów Oceanii, Ameryk, Afryki i Azji.;"W KKP występowała jedna pozycja ""Muzeum Narodowe w Poznaniu"" w CKKP wprowadzono poszczególne oddziały.";point;no;no;yes;Q971100;pl:Muzeum Instrumentów Muzycznych w Poznaniu;2024-10-14;16.9347384;52.40804169999999;Point (359561.29444797179894522 506686.68810804095119238)
K1.10;LU00734;Muzeum Kowalstwa w Wojciechowie;W muzeum znajduje się prawie 1500 eksponatów sztuki kowalskiej z kraju i zagranicy. Można tu zobaczyć w pełni wyposażoną starą kuźnię z paleniskiem, kowadłem, miechem kowalskim poruszanym ręcznie i wszystkimi narzędziami, które kowal wykorzystywał w swojej pracy. Muzeum znajduje się w Wieży Ariańskiej z XVI w.;;point;no;no;yes;Q11787041;pl:Muzeum Kowalstwa w Wojciechowie;2024-10-14;22.2425501;51.23647019999999;Point (726275.976039984729141 379413.19998931605368853)
K1.10;MZ00649;Muzeum Ludowych Instrumentów Muzycznych w Szydłowcu;Powstałe w 1968 r. gromadzi, chroni, upowszechniania i promuje najcenniejsze obiekty i zjawiska materialnej i niematerialnej tradycji muzycznej związanej z ludowym instrumentarium. W zbiorach muzeum znajdują się głównie polskie ludowe instrumenty muzyczne, instrumentarium z innych krajów europejskich, w tym wiele ciekawostek instrumentologicznych, jak również przykłady instrumentów muzycznych w ikonografii i zabytki związane z historią Szydłowca. Miesci się w renesansowej rezydencji z XV-XVI w.;;point;no;no;yes;Q11787058;pl:Muzeum Ludowych Instrumentów Muzycznych w Szydłowcu;2024-10-14;20.853860300000004;51.22636469999999;Point (629406.9366482722107321 374927.24369287583976984)
K1.10;DS00415;Muzeum Poczty i Telekomunikacji we Wrocławiu;Muzeum gromadzące eksponaty dokumentujące historię poczty, telekomunikacji i telegrafii na ziemiach polskich. ;;point;no;no;yes;Q11787131;pl:Muzeum Poczty i Telekomunikacji we Wrocławiu;2024-10-14;17.0444508;51.108498999999995;Point (363146.86457315064035356 362009.33624065294861794)
K1.10;PK00315;Muzeum Podkarpackie w Krośnie;"Placówka mieści się na terenie starego miasta przy ul. Piłsudskiego 16, w zabytkowym budynku dawnego Pałacu Biskupiego. Do najciekwszych wystaw należy ""Historia oświetlenia"" - jedna z najcenniejszych na świecie kolekcji lamp naftowych.";;point;no;no;yes;Q11787132;pl:Muzeum Podkarpackie w Krośnie;2024-10-14;21.7635574;49.6956408;Point (699231.23987396515440196 206804.97628927603363991)
K1.10;MA00462;Ekspozycja Przyrodnicza Ojcowskiego Parku Narodowego w Ojcowie;Na ekspozycji prezentowane są eksponaty związane z terenem Doliny Prądnika i obejmujące ich faunę i florę (także tę prehistoryczną), geologię (w ramach wystawy zrekonstruowano jaskinię), hydrologię, klimat oraz zagadnienia ochrony środowiska. Ponadto znajdują się tu zbiory związane z osadnictwem ludzkim na tych terenach, sięgającym okresu 120 tys. lat oraz pamiątki po profesorze Władysławie Szaferze.;;point;no;no;yes;Q16580007;pl:Muzeum Ojcowskiego Parku Narodowego;2024-10-14;19.8293623;50.2099627;Point (559160.57776576571632177 260635.4998498223721981)
K1.10;PD00027;Muzeum Przyrodniczo-Leśne im. prof. J. Miklaszewskiego w Białowieży;Jest najstarszym muzeum w polskich parkach narodowych i równocześnie najstarszym, czynnym muzeum województwa podlaskiego. Jego tradycje sięgają okresu międzywojennego, a w swoich zbiorach posiada wiele cennych kolekcji naukowych i rzadkich okazów.;;point;no;no;yes;brak;brak;2024-10-14;23.8469806;52.70335839999999;Point (827305.57857442344538867 548544.67706955689936876)
K1.10;LU00244;Muzeum Sztuki Złotniczej w Kazimierzu Dolnym;Muzeum Sztuki Złotniczej mieści się w zabytkowych piwnicach Gmachu Głównego Muzeum Nadwiślańskiego Na ekspozycję składają się zbiory artystyczne i historyczne oraz literatura specjalistyczna poświęcona złotnictwu. Liczba eksponatów wynosi około 1 900 obiektów. ;;point;no;no;yes;brak;brak;2024-10-14;21.946529;51.32196789999999;Point (705241.1539125886047259 388045.11128561664372683)
K1.10;MA00421;Muzeum Uniwersytetu Jagiellońskiego Collegium Maius;"Muzeum posiada stałą ekspozycję poświęconą dziejom uniwersytetu. Na stałą część ekspozycji składają się Libraria (biblioteka), Stuba Communis (dawna jadalnia), skarbiec, pokoje profesorskie, Aula (zawierająca cenny zbiór malarstwa) oraz wystawa interaktywna pt. ""Nauki dawne i niedawne"".";;point;no;no;yes;Q11787234;pl:Muzeum Uniwersytetu Jagiellońskiego;2024-10-14;19.9337367;50.061561699999984;Point (566812.11529843707103282 244228.578006187453866)
K1.10;WN00467;Muzeum Warmii i Mazur w Olsztynie;Największa placówka muzealna w województwie warmińsko-mazurskim, prezentuje zabytki z regionu Warmii i Mazur z zakresu archeologii, historii, numizmatyki, sztuki, rzemiosła artystycznego, piśmiennictwa, kultury ludowej. Zawiera zbiory pochodzące w dużej mierze z muzeów z terenu byłych Prus Wschodnich.;;point;no;no;yes;Q11787240;pl:Muzeum Warmii i Mazur w Olsztynie;2024-10-14;20.4746499;53.7776062;Point (597144.71207665884867311 657998.74500967375934124)
K1.10;PD00322;Muzeum Wigierskiego Parku Narodowego w Krzywym;Muzeum mieści się budynku dawnej Stacji Hydrobiologicznej. Jest poświęcone w całości jezioru Wigry – od głębin i żyjących w nich organizmów aż po malownicze, nadwodne pejzaże. ;;point;no;no;yes;brak;brak;2024-10-14;23.0095696;54.08449139999999;Point (762147.50876656058244407 698557.52869570348411798)
K1.10;PM00064;Muzeum Zachodniokaszubskie w Bytowie;Muzeum zajmuje dawny Dom Zakonny pokrzyżackiego zamku. Znajdują się w nim ekspozycje poświęcone etnografii oraz zabytkom historycznym, w tym związanym z dawnym Bytowem.;;point;no;no;yes;Q10956676;pl:Muzeum Zachodniokaszubskie w Bytowie;2024-10-14;17.4917193;54.16875279999999;Point (401566.30364461150020361 701546.54401713982224464)
K1.10;LU00765;Muzeum Zamojskie w Zamościu;Muzeum prezentuje cztery wystawy stałe, są to: “Zamość, Zamoyscy, Ordynacja Zamojska”, “Zamojszczyzna w pradziejach i wczesnym średniowieczu”, “Sztuka ludowa Zamojszczyzny” oraz Galeria malarstwa historycznego i sakralnego. Posiada największą w kraju kolekcję kultury ludu Gotów.;;point;no;no;yes;Q26940465;pl:Muzeum Zamojskie w Zamościu;2024-10-14;23.2530792;50.7176246;Point (800099.95517301489599049 325366.79854196403175592)
P1.20;MA00029;Jaskinia Wierzchowska Górna w Białym Kościele;Jaskinia na Wyżynie Krakowsko-Częstochowskiej, na zboczu górnej części Doliny Kluczwody. Jest drugą pod względem długości jaskinią na Wyżynie Krakowsko-Częstochowskiej. Korytarze mają łącznie 975 m. Hala Wielka Dolna, znajdująca się w tej jaskini, należy do największych na Jurze.;Ze względu na kilka wykorzystywanych wejść do jaskini punkt oznaczający obiekt, znajduje się w miejscu kasy biletowej.;point;no;no;yes;Q11721281;pl:Jaskinia Wierzchowska Górna;2024-10-14;19.806909793727336;50.175364645850905;Point (557600.60939055681228638 256772.25075849611312151)
K1.40;ZP00740;Cmentarzyska Wolinian Wzniesienie Młynówka;Pagórek na wyspie Wolin - odkryto tu cmentarzysko birytualne z IX– XII wieku z bogato wyposażonymi grobami m.in. w inwentarzu znajdowały się paciorki i inne ozdoby, naczynia ceramiczne i nieceramiczne.;;point;no;no;yes;Q11788231;pl:Młynówka (wzniesienie);2024-10-14;14.61609251992748;53.85204133365515;Point (211790.94293285656021908 674179.89828634355217218)
K1.20;PK00268;Izba Pamięci kardynała Stefana Wyszyńskiego w Komańczy;"Miejsce internowania Prymasa od 29 października 1955 r. do 28 października 1956 r.;mieści się w klasztorze sióstr nazaretanek. W izbie można obejrzeć liczne pamiątki po Prymasie Tysiąclecia. Są m.in. stolik, wiklinowy fotel, szafka nocna, lampa naftowa oraz używane przez niego szaty liturgiczne, ornat, sutanna, biret i piuska kardynalska. Jest też kostur podróżny; nieodłączny towarzysz jego wędrówek po okolicznych lasach.";;point;no;no;yes;brak;brak;2024-10-14;22.07560648176527;49.34895715486978;Point (723298.6920402281684801 169157.4147466653957963)
K1.10;PM00385;Muzeum Archeologiczne w Gdańsku;"Muzeum utworzono w 1953 r. Gromadzi zbiory dokumentujące: pradzieje północnej Polski, kulturę materialną mieszkańców Gdańska i Pomorza Gdańskiego, od wczesnego średniowiecza po czasy nowożytne; bursztyn i wyroby z bursztynu, od pradziejów po współczesność; kulturę materialną dawnych i obecnych mieszkańców Sudanu.";;point;no;no;yes;Q11786904;pl:Muzeum Archeologiczne w Gdańsku;2024-10-14;18.656521500000004;54.3493414;Point (477680.81240020884433761 720637.6111549437046051)
K1.10;SK00911;Muzeum Przyrodniczo-Leśne w Świętym Krzyżu;Placówka mieści się w budynku należącym w przeszłości do zespołu zabudowań opactwa benedyktynów na Łysej Górze. Na ekspozycję muzealną składają się eksponaty związane z terenem Gór Świętokrzystkich i obejmujące ich faunę i florę (także tę prehistoryczną), geologię, hydrologię, klimat oraz zagadnienia ochrony środowiska. Zaprezentowana jest również historia osadnictwa ludzkiego na tych terenach oraz rozwoju przemysłu, w szczególności hutnictwa żelaza i szkła.;;point;no;no;yes;Q16580075;pl:Muzeum Przyrodnicze Świętokrzyskiego Parku Narodowego na Świętym Krzyżu;2024-10-14;21.0524291;50.859445;Point (644403.21379965636879206 334510.2787169823423028)
P1.30;SL00726;Źródła Wisły pod Baranią Górą;Znajdujące się pod szczytem Wierch Wisełka wykapy Czarnej Wisełki.;;point;no;no;yes;;;2024-10-14;19.0035159;49.605726;Point (500253.95267495920415968 193145.92302624695003033)
K1.20;DS00697;Aula Leopoldina - Uniwersytet Wrocławski;Reprezentacyjna barokowa aula w głównym gmachu Uniwersytetu Wrocławskiego, zaprojektowana jako najważniejsze pomieszczenie w nowo powstającym budynku w latach 1728–1732. Nazwę nadano na cześć fundatora uniwersytetu, cesarza rzymskiego Leopolda I. Za projekt odpowiadał włoski architekt Christophorus Tausch. Wnętrze wyróżnia się niezwykle bogatymi dekoracjami stiukowymi.;;point;no;no;yes;Q771495;pl:Aula Leopoldina;2024-10-14;17.033255655161298;51.11378027883366;Point (362379.16272397700231522 362617.27515214588493109)
K1.10;PK01010;Podziemna trasa turystyczna w Jarosławiu;Zespoły dawnych miejskich piwnic połaczone w trasę turystyczną, podczas jej zwiedzania można zobaczyć ekspozycję multimedialną poświęconą historii.;;point;no;no;yes;Q20032507;pl:Podziemne trasy turystyczne w Jarosławiu;2024-10-14;22.68387934588534;50.01836988419412;Point (763801.45007491135038435 245512.70850526075810194)
K1.10;SK00530;Podziemna trasa turystyczna w Sandomierzu;Połączony w trasę turystyczną zespół dawnych 35 miejskich piwnic i składów, znajdujący się na głebokości od 4m do 12 m pod powierzchnią ziemi. Znajdują się w nich ekspozycje związane z historią maista, życiem codziennym jego mieszkańców oraz tutejszym rzemiosłem. Długość trasy liczy 470 metrów. Wejście do podziemi znajduje się przy Rynku 10 (boczne wejście od ul. Oleśnickich), natomiast wyjście - w budynku sandomierskiego Ratusza.;;point;no;no;yes;Q20032942;pl:Podziemna Trasa Turystyczna w Sandomierzu;2024-10-14;21.7486181;50.67981039999999;Point (694120.9462613450596109 316138.02482827566564083)
P1.20;MA00124;Przełęcz Borek;Malownicza przełęcz na grzbiecie między Turbaczem i Kudłoniem. Dochodzi tu szosa leśna z doliny Kamienicy. Niewielkie przewyższenie przełęczy nad pobliskim korytem Kamienicy.;;point;no;no;yes;Q11829486;pl:Borek (przełęcz);2024-10-14;20.1456642;49.5591837;Point (582828.95063741342164576 188603.35131513513624668)
K1.30;PD00165;Pole bitwy pod Wizną 1939 r. w Górze Strękowej;Wieś w Polsce, w jej pobliżu jest położone polodowcowe wzniesienie będące punktem widokowym na dolinę Narwi, na którego szczycie (126,9 m n.p.m.) zlokalizowane są ruiny umocnień, z których obroną odcinka Wizny dowodził kpt. Władysław Raginis.;W CKKP oznaczono miejsce z tablicą upamiętniająca bitwe;point;no;no;yes;;;2024-10-14;22.48972044439156;53.212375746858775;Point (732935.00020123738795519 599810.61901072505861521)
K1.30;LU00735;Miejsce bitwy partyzanckiej z 1942 r. w Wojdzie;"Bitwa partyzancka stoczona z niemieckim batalionem do zadań specjalnych 30 grudnia 1942 r. przez połączone siły I Kompanii Kadrowej Batalionów Chłopskich pod dowództwem por. Jerzego Mara-Meÿera ps. ""Vis"" oraz partyzantów radzieckich kpt. Wasyla Wołodina.";W CKKP oznaczono miejsce w którym znajduje się pomnik upamiętniający bitwę.;point;no;no;yes;Q9173711;pl:Bitwa pod Wojdą;2024-10-14;23.10769276503436;50.61009065204562;Point (790508.60519792209379375 312838.75935686938464642)
K1.10;MA00458;Podziemia Rynku Głównego w Krakowie;Znajdujący się pod wschodnią częścią płyty Rynku Głównego. Zajmuje powierzchnię ponad 6 tys. m², z czego rezerwat archeologiczny - blisko 4 tys. m².;o. Muzeum Historycznego m. Krakowa;point;no;no;yes;Q5420576;pl:Podziemia Rynku w Krakowie;2024-10-14;19.9377745;50.06199599999999;Point (567100.42362168827094138 244280.46856022905558348)
K1.10;LU00076;Podziemia kredowe w Chełmie;Podziemia będące pozostałoscią dawnej kopalni kredy stanowiące unikatową pozostałość górnictwa kredowego w Europie. Wielopoziomowy kompleks korytarzy i komór, znajdujący się pod miastem, powstał w wyniku wielowiekowej eksploatacji złoża.;;point;no;no;yes;Q2916845;pl:Podziemia kredowe w Chełmie;2024-10-14;23.47128273673524;51.133032034121236;Point (812688.75335956376511604 372426.99714932311326265)
K1.10;MZ00370;Mauzoleum Walki i Męczeństwa w gmachu dawnego Ministerstwa Wyznań Religijnych i Oświecenia Publicznego;Muzeum mieszczące się w dawnej siedzibie Gestapo w alei Jana Chrystiana Szucha 25. Muzeum jest poświęcone martyrologii, to świadectwo męki i bohaterstwa Polaków.;;point;no;yes;no;Q444092;pl:Mauzoleum Walki i Męczeństwa w Warszawie;2024-10-14;21.0236508;52.217618400000006;Point (638201.43584596959408373 485435.79217124078422785)
K1.30;MZ00620;Pole bitwy z 1831 r. w Starych Iganiach;Miejsce zwycięskiej bitwa stoczonej 10 kwietnia 1831 roku przez wojska polskie pod dowództwem generała Ignacego Prądzyńskiego (11 000 żołnierzy i 16 dział) z korpusem rosyjskim dowodzonym przez generała Grigorija Rosena.;W CKKP oznaczono miejsce w którym znajduje się pomnik upamietniający bitwę.;point;no;no;yes;Q2887984;pl:Bitwa pod Iganiami;2024-10-14;22.215327810539883;52.17194811980618;Point (719792.76038743753451854 483301.72921926248818636)
K1.10;LD00356;Muzeum Historii Miasta Łodzi;Muzeum w dawnym pałacu łódzkiego fabrykanta Izraela Poznańskiego. Pałacowe wnętrza są elementami ekspozycji muzealnych, które przedstawiają życie znaczących dla miasta osób, dzieła sztuki i przedmioty użytkowe. Wystawy ukazują historię i kulturę Łodzi oraz jej wybitnych mieszkańców, związanych z muzyką, literaturą, teatrem i plastyką.;;point;no;no;yes;Q11787070;pl:Muzeum Miasta Łodzi;2024-10-14;19.45104620486272;51.77872505713488;Point (531107.59138037776574492 434802.42736225575208664)
K1.30;LD00358;Pomnik Martyrologii Dzieci w Parku im. Szarych Szeregów w Łodzi;Pomnik odsłonięty 9 maja 1971 roku. Upamiętnia tragiczne losy dzieci polskich w okresie II wojny światowej, a szczególnie dzieci-więźniów pobliskiego obozu dla polskich dzieci i młodzieży przy ul. Przemysłowej w Łodzi.;;point;no;no;yes;Q11823337;pl:Pomnik Martyrologii Dzieci;2024-10-14;19.47165775582617;51.79246565396039;Point (532519.2325625178636983 436339.16159173101186752)
P1.20;PK00001;„Diabli Kamień”;Grupa dużych głazów z gruboziarnistego piaskowca magurskiego, z których najwyższy wybija się na ponad 10 metrów. Bloki skalne są bardzo oryginalnie ukształtowane, a do tego poprzedzielane licznymi szczelinami.;;point;no;no;yes;Q9206840;pl:Diabli Kamień (Folusz);2024-10-14;21.36803669093485;49.602348408913;Point (671046.83428868395276368 195463.12069680355489254)
